region.code;date;hour;pred
ACA;2017-05-05;11:45;5000
ACA;2017-05-05;12:00;5000
ACA;2017-05-05;12:15;5000
ACA;2017-05-05;12:30;5000
ACA;2017-05-05;12:45;5000
ACA;2017-05-05;13:00;5000
ACA;2017-05-05;13:15;5000
ACA;2017-05-05;13:30;5000
ACA;2017-05-05;13:45;5000
ACA;2017-05-05;14:00;5000
ACA;2017-05-05;14:15;5000
ACA;2017-05-05;14:30;5000
ACA;2017-05-05;14:45;5000
ACA;2017-05-05;15:00;5000
ACA;2017-05-05;15:15;5000
ACA;2017-05-05;15:30;5000
ACA;2017-05-05;15:45;5000
ACA;2017-05-05;16:00;5000
ACA;2017-05-05;16:15;5000
ACA;2017-05-05;16:30;5000
ACA;2017-05-05;16:45;5000
ACA;2017-05-05;17:00;5000
ACA;2017-05-05;17:15;5000
ACA;2017-05-05;17:30;5000
ACA;2017-05-05;17:45;5000
ACA;2017-05-05;18:00;5000
ACA;2017-05-05;18:15;5000
ACA;2017-05-05;18:30;5000
ACA;2017-05-05;18:45;5000
ACA;2017-05-05;19:00;5000
ACA;2017-05-05;19:15;5000
ACA;2017-05-05;19:30;5000
ACA;2017-05-05;19:45;5000
ACA;2017-05-05;20:00;5000
ACA;2017-05-05;20:15;5000
ACA;2017-05-05;20:30;5000
ACA;2017-05-05;20:45;5000
ACA;2017-05-05;21:00;5000
ACA;2017-05-05;21:15;5000
ACA;2017-05-05;21:30;5000
ACA;2017-05-05;21:45;5000
ACA;2017-05-05;22:00;5000
ACA;2017-05-05;22:15;5000
ACA;2017-05-05;22:30;5000
ACA;2017-05-05;22:45;5000
ACA;2017-05-05;23:00;5000
ACA;2017-05-05;23:15;5000
ACA;2017-05-05;23:30;5000
ACA;2017-05-05;23:45;5000
ALP;2017-05-05;00:00;5000
ALP;2017-05-05;00:15;5000
ALP;2017-05-05;00:30;5000
ALP;2017-05-05;00:45;5000
ALP;2017-05-05;01:00;5000
ALP;2017-05-05;01:15;5000
ALP;2017-05-05;01:30;5000
ALP;2017-05-05;01:45;5000
ALP;2017-05-05;02:00;5000
ALP;2017-05-05;02:15;5000
ALP;2017-05-05;02:30;5000
ALP;2017-05-05;02:45;5000
ALP;2017-05-05;03:00;5000
ALP;2017-05-05;03:15;5000
ALP;2017-05-05;03:30;5000
ALP;2017-05-05;03:45;5000
ALP;2017-05-05;04:00;5000
ALP;2017-05-05;04:15;5000
ALP;2017-05-05;04:30;5000
ALP;2017-05-05;04:45;5000
ALP;2017-05-05;05:00;5000
ALP;2017-05-05;05:15;5000
ALP;2017-05-05;05:30;5000
ALP;2017-05-05;05:45;5000
ALP;2017-05-05;06:00;5000
ALP;2017-05-05;06:15;5000
ALP;2017-05-05;06:30;5000
ALP;2017-05-05;06:45;5000
ALP;2017-05-05;07:00;5000
ALP;2017-05-05;07:15;5000
ALP;2017-05-05;07:30;5000
ALP;2017-05-05;07:45;5000
ALP;2017-05-05;08:00;5000
ALP;2017-05-05;08:15;5000
ALP;2017-05-05;08:30;5000
ALP;2017-05-05;08:45;5000
ALP;2017-05-05;09:00;5000
ALP;2017-05-05;09:15;5000
ALP;2017-05-05;09:30;5000
ALP;2017-05-05;09:45;5000
ALP;2017-05-05;10:00;5000
ALP;2017-05-05;10:15;5000
ALP;2017-05-05;10:30;5000
ALP;2017-05-05;10:45;5000
ALP;2017-05-05;11:00;5000
ALP;2017-05-05;11:15;5000
ALP;2017-05-05;11:30;5000
ALP;2017-05-05;11:45;5000
ALP;2017-05-05;12:00;5000
ALP;2017-05-05;12:15;5000
ALP;2017-05-05;12:30;5000
ALP;2017-05-05;12:45;5000
ALP;2017-05-05;13:00;5000
ALP;2017-05-05;13:15;5000
ALP;2017-05-05;13:30;5000
ALP;2017-05-05;13:45;5000
ALP;2017-05-05;14:00;5000
ALP;2017-05-05;14:15;5000
ALP;2017-05-05;14:30;5000
ALP;2017-05-05;14:45;5000
ALP;2017-05-05;15:00;5000
ALP;2017-05-05;15:15;5000
ALP;2017-05-05;15:30;5000
ALP;2017-05-05;15:45;5000
ALP;2017-05-05;16:00;5000
ALP;2017-05-05;16:15;5000
ALP;2017-05-05;16:30;5000
ALP;2017-05-05;16:45;5000
ALP;2017-05-05;17:00;5000
ALP;2017-05-05;17:15;5000
ALP;2017-05-05;17:30;5000
ALP;2017-05-05;17:45;5000
ALP;2017-05-05;18:00;5000
ALP;2017-05-05;18:15;5000
ALP;2017-05-05;18:30;5000
ALP;2017-05-05;18:45;5000
ALP;2017-05-05;19:00;5000
ALP;2017-05-05;19:15;5000
ALP;2017-05-05;19:30;5000
ALP;2017-05-05;19:45;5000
ALP;2017-05-05;20:00;5000
ALP;2017-05-05;20:15;5000
ALP;2017-05-05;20:30;5000
ALP;2017-05-05;20:45;5000
ALP;2017-05-05;21:00;5000
ALP;2017-05-05;21:15;5000
ALP;2017-05-05;21:30;5000
ALP;2017-05-05;21:45;5000
ALP;2017-05-05;22:00;5000
ALP;2017-05-05;22:15;5000
ALP;2017-05-05;22:30;5000
ALP;2017-05-05;22:45;5000
ALP;2017-05-05;23:00;5000
ALP;2017-05-05;23:15;5000
ALP;2017-05-05;23:30;5000
ALP;2017-05-05;23:45;5000
ARA;2017-05-05;00:00;5000
ARA;2017-05-05;00:15;5000
ARA;2017-05-05;00:30;5000
ARA;2017-05-05;00:45;5000
ARA;2017-05-05;01:00;5000
ARA;2017-05-05;01:15;5000
ARA;2017-05-05;01:30;5000
ARA;2017-05-05;01:45;5000
ARA;2017-05-05;02:00;5000
ARA;2017-05-05;02:15;5000
ARA;2017-05-05;02:30;5000
ARA;2017-05-05;02:45;5000
ARA;2017-05-05;03:00;5000
ARA;2017-05-05;03:15;5000
ARA;2017-05-05;03:30;5000
ARA;2017-05-05;03:45;5000
ARA;2017-05-05;04:00;5000
ARA;2017-05-05;04:15;5000
ARA;2017-05-05;04:30;5000
ARA;2017-05-05;04:45;5000
ARA;2017-05-05;05:00;5000
ARA;2017-05-05;05:15;5000
ARA;2017-05-05;05:30;5000
ARA;2017-05-05;05:45;5000
ARA;2017-05-05;06:00;5000
ARA;2017-05-05;06:15;5000
ARA;2017-05-05;06:30;5000
ARA;2017-05-05;06:45;5000
ARA;2017-05-05;07:00;5000
ARA;2017-05-05;07:15;5000
ARA;2017-05-05;07:30;5000
ARA;2017-05-05;07:45;5000
ARA;2017-05-05;08:00;5000
ARA;2017-05-05;08:15;5000
ARA;2017-05-05;08:30;5000
ARA;2017-05-05;08:45;5000
ARA;2017-05-05;09:00;5000
ARA;2017-05-05;09:15;5000
ARA;2017-05-05;09:30;5000
ARA;2017-05-05;09:45;5000
ARA;2017-05-05;10:00;5000
ARA;2017-05-05;10:15;5000
ARA;2017-05-05;10:30;5000
ARA;2017-05-05;10:45;5000
ARA;2017-05-05;11:00;5000
ARA;2017-05-05;11:15;5000
ARA;2017-05-05;11:30;5000
ARA;2017-05-05;11:45;5000
ARA;2017-05-05;12:00;5000
ARA;2017-05-05;12:15;5000
ARA;2017-05-05;12:30;5000
ARA;2017-05-05;12:45;5000
ARA;2017-05-05;13:00;5000
ARA;2017-05-05;13:15;5000
ARA;2017-05-05;13:30;5000
ARA;2017-05-05;13:45;5000
ARA;2017-05-05;14:00;5000
ARA;2017-05-05;14:15;5000
ARA;2017-05-05;14:30;5000
ARA;2017-05-05;14:45;5000
ARA;2017-05-05;15:00;5000
ARA;2017-05-05;15:15;5000
ARA;2017-05-05;15:30;5000
ARA;2017-05-05;15:45;5000
ARA;2017-05-05;16:00;5000
ARA;2017-05-05;16:15;5000
ARA;2017-05-05;16:30;5000
ARA;2017-05-05;16:45;5000
ARA;2017-05-05;17:00;5000
ARA;2017-05-05;17:15;5000
ARA;2017-05-05;17:30;5000
ARA;2017-05-05;17:45;5000
ARA;2017-05-05;18:00;5000
ARA;2017-05-05;18:15;5000
ARA;2017-05-05;18:30;5000
ARA;2017-05-05;18:45;5000
ARA;2017-05-05;19:00;5000
ARA;2017-05-05;19:15;5000
ARA;2017-05-05;19:30;5000
ARA;2017-05-05;19:45;5000
ARA;2017-05-05;20:00;5000
ARA;2017-05-05;20:15;5000
ARA;2017-05-05;20:30;5000
ARA;2017-05-05;20:45;5000
ARA;2017-05-05;21:00;5000
ARA;2017-05-05;21:15;5000
ARA;2017-05-05;21:30;5000
ARA;2017-05-05;21:45;5000
ARA;2017-05-05;22:00;5000
ARA;2017-05-05;22:15;5000
ARA;2017-05-05;22:30;5000
ARA;2017-05-05;22:45;5000
ARA;2017-05-05;23:00;5000
ARA;2017-05-05;23:15;5000
ARA;2017-05-05;23:30;5000
ARA;2017-05-05;23:45;5000
BFC;2017-05-05;00:00;5000
BFC;2017-05-05;00:15;5000
BFC;2017-05-05;00:30;5000
BFC;2017-05-05;00:45;5000
BFC;2017-05-05;01:00;5000
BFC;2017-05-05;01:15;5000
BFC;2017-05-05;01:30;5000
BFC;2017-05-05;01:45;5000
BFC;2017-05-05;02:00;5000
BFC;2017-05-05;02:15;5000
BFC;2017-05-05;02:30;5000
BFC;2017-05-05;02:45;5000
BFC;2017-05-05;03:00;5000
BFC;2017-05-05;03:15;5000
BFC;2017-05-05;03:30;5000
BFC;2017-05-05;03:45;5000
BFC;2017-05-05;04:00;5000
BFC;2017-05-05;04:15;5000
BFC;2017-05-05;04:30;5000
BFC;2017-05-05;04:45;5000
BFC;2017-05-05;05:00;5000
BFC;2017-05-05;05:15;5000
BFC;2017-05-05;05:30;5000
BFC;2017-05-05;05:45;5000
BFC;2017-05-05;06:00;5000
BFC;2017-05-05;06:15;5000
BFC;2017-05-05;06:30;5000
BFC;2017-05-05;06:45;5000
BFC;2017-05-05;07:00;5000
BFC;2017-05-05;07:15;5000
BFC;2017-05-05;07:30;5000
BFC;2017-05-05;07:45;5000
BFC;2017-05-05;08:00;5000
BFC;2017-05-05;08:15;5000
BFC;2017-05-05;08:30;5000
BFC;2017-05-05;08:45;5000
BFC;2017-05-05;09:00;5000
BFC;2017-05-05;09:15;5000
BFC;2017-05-05;09:30;5000
BFC;2017-05-05;09:45;5000
BFC;2017-05-05;10:00;5000
BFC;2017-05-05;10:15;5000
BFC;2017-05-05;10:30;5000
BFC;2017-05-05;10:45;5000
BFC;2017-05-05;11:00;5000
BFC;2017-05-05;11:15;5000
BFC;2017-05-05;11:30;5000
BFC;2017-05-05;11:45;5000
BFC;2017-05-05;12:00;5000
BFC;2017-05-05;12:15;5000
BFC;2017-05-05;12:30;5000
BFC;2017-05-05;12:45;5000
BFC;2017-05-05;13:00;5000
BFC;2017-05-05;13:15;5000
BFC;2017-05-05;13:30;5000
BFC;2017-05-05;13:45;5000
BFC;2017-05-05;14:00;5000
BFC;2017-05-05;14:15;5000
BFC;2017-05-05;14:30;5000
BFC;2017-05-05;14:45;5000
BFC;2017-05-05;15:00;5000
BFC;2017-05-05;15:15;5000
BFC;2017-05-05;15:30;5000
BFC;2017-05-05;15:45;5000
BFC;2017-05-05;16:00;5000
BFC;2017-05-05;16:15;5000
BFC;2017-05-05;16:30;5000
BFC;2017-05-05;16:45;5000
BFC;2017-05-05;17:00;5000
BFC;2017-05-05;17:15;5000
BFC;2017-05-05;17:30;5000
BFC;2017-05-05;17:45;5000
BFC;2017-05-05;18:00;5000
BFC;2017-05-05;18:15;5000
BFC;2017-05-05;18:30;5000
BFC;2017-05-05;18:45;5000
BFC;2017-05-05;19:00;5000
BFC;2017-05-05;19:15;5000
BFC;2017-05-05;19:30;5000
BFC;2017-05-05;19:45;5000
BFC;2017-05-05;20:00;5000
BFC;2017-05-05;20:15;5000
BFC;2017-05-05;20:30;5000
BFC;2017-05-05;20:45;5000
BFC;2017-05-05;21:00;5000
BFC;2017-05-05;21:15;5000
BFC;2017-05-05;21:30;5000
BFC;2017-05-05;21:45;5000
BFC;2017-05-05;22:00;5000
BFC;2017-05-05;22:15;5000
BFC;2017-05-05;22:30;5000
BFC;2017-05-05;22:45;5000
BFC;2017-05-05;23:00;5000
BFC;2017-05-05;23:15;5000
BFC;2017-05-05;23:30;5000
BFC;2017-05-05;23:45;5000
BRE;2017-05-05;00:00;5000
BRE;2017-05-05;00:15;5000
BRE;2017-05-05;00:30;5000
BRE;2017-05-05;00:45;5000
BRE;2017-05-05;01:00;5000
BRE;2017-05-05;01:15;5000
BRE;2017-05-05;01:30;5000
BRE;2017-05-05;01:45;5000
BRE;2017-05-05;02:00;5000
BRE;2017-05-05;02:15;5000
BRE;2017-05-05;02:30;5000
BRE;2017-05-05;02:45;5000
BRE;2017-05-05;03:00;5000
BRE;2017-05-05;03:15;5000
BRE;2017-05-05;03:30;5000
BRE;2017-05-05;03:45;5000
BRE;2017-05-05;04:00;5000
BRE;2017-05-05;04:15;5000
BRE;2017-05-05;04:30;5000
BRE;2017-05-05;04:45;5000
BRE;2017-05-05;05:00;5000
BRE;2017-05-05;05:15;5000
BRE;2017-05-05;05:30;5000
BRE;2017-05-05;05:45;5000
BRE;2017-05-05;06:00;5000
BRE;2017-05-05;06:15;5000
BRE;2017-05-05;06:30;5000
BRE;2017-05-05;06:45;5000
BRE;2017-05-05;07:00;5000
BRE;2017-05-05;07:15;5000
BRE;2017-05-05;07:30;5000
BRE;2017-05-05;07:45;5000
BRE;2017-05-05;08:00;5000
BRE;2017-05-05;08:15;5000
BRE;2017-05-05;08:30;5000
BRE;2017-05-05;08:45;5000
BRE;2017-05-05;09:00;5000
BRE;2017-05-05;09:15;5000
BRE;2017-05-05;09:30;5000
BRE;2017-05-05;09:45;5000
BRE;2017-05-05;10:00;5000
BRE;2017-05-05;10:15;5000
BRE;2017-05-05;10:30;5000
BRE;2017-05-05;10:45;5000
BRE;2017-05-05;11:00;5000
BRE;2017-05-05;11:15;5000
BRE;2017-05-05;11:30;5000
BRE;2017-05-05;11:45;5000
BRE;2017-05-05;12:00;5000
BRE;2017-05-05;12:15;5000
BRE;2017-05-05;12:30;5000
BRE;2017-05-05;12:45;5000
BRE;2017-05-05;13:00;5000
BRE;2017-05-05;13:15;5000
BRE;2017-05-05;13:30;5000
BRE;2017-05-05;13:45;5000
BRE;2017-05-05;14:00;5000
BRE;2017-05-05;14:15;5000
BRE;2017-05-05;14:30;5000
BRE;2017-05-05;14:45;5000
BRE;2017-05-05;15:00;5000
BRE;2017-05-05;15:15;5000
BRE;2017-05-05;15:30;5000
BRE;2017-05-05;15:45;5000
BRE;2017-05-05;16:00;5000
BRE;2017-05-05;16:15;5000
BRE;2017-05-05;16:30;5000
BRE;2017-05-05;16:45;5000
BRE;2017-05-05;17:00;5000
BRE;2017-05-05;17:15;5000
BRE;2017-05-05;17:30;5000
BRE;2017-05-05;17:45;5000
BRE;2017-05-05;18:00;5000
BRE;2017-05-05;18:15;5000
BRE;2017-05-05;18:30;5000
BRE;2017-05-05;18:45;5000
BRE;2017-05-05;19:00;5000
BRE;2017-05-05;19:15;5000
BRE;2017-05-05;19:30;5000
BRE;2017-05-05;19:45;5000
BRE;2017-05-05;20:00;5000
BRE;2017-05-05;20:15;5000
BRE;2017-05-05;20:30;5000
BRE;2017-05-05;20:45;5000
BRE;2017-05-05;21:00;5000
BRE;2017-05-05;21:15;5000
BRE;2017-05-05;21:30;5000
BRE;2017-05-05;21:45;5000
BRE;2017-05-05;22:00;5000
BRE;2017-05-05;22:15;5000
BRE;2017-05-05;22:30;5000
BRE;2017-05-05;22:45;5000
BRE;2017-05-05;23:00;5000
BRE;2017-05-05;23:15;5000
BRE;2017-05-05;23:30;5000
BRE;2017-05-05;23:45;5000
CEN;2017-05-05;00:00;5000
CEN;2017-05-05;00:15;5000
CEN;2017-05-05;00:30;5000
CEN;2017-05-05;00:45;5000
CEN;2017-05-05;01:00;5000
CEN;2017-05-05;01:15;5000
CEN;2017-05-05;01:30;5000
CEN;2017-05-05;01:45;5000
CEN;2017-05-05;02:00;5000
CEN;2017-05-05;02:15;5000
CEN;2017-05-05;02:30;5000
CEN;2017-05-05;02:45;5000
CEN;2017-05-05;03:00;5000
CEN;2017-05-05;03:15;5000
CEN;2017-05-05;03:30;5000
CEN;2017-05-05;03:45;5000
CEN;2017-05-05;04:00;5000
CEN;2017-05-05;04:15;5000
CEN;2017-05-05;04:30;5000
CEN;2017-05-05;04:45;5000
CEN;2017-05-05;05:00;5000
CEN;2017-05-05;05:15;5000
CEN;2017-05-05;05:30;5000
CEN;2017-05-05;05:45;5000
CEN;2017-05-05;06:00;5000
CEN;2017-05-05;06:15;5000
CEN;2017-05-05;06:30;5000
CEN;2017-05-05;06:45;5000
CEN;2017-05-05;07:00;5000
CEN;2017-05-05;07:15;5000
CEN;2017-05-05;07:30;5000
CEN;2017-05-05;07:45;5000
CEN;2017-05-05;08:00;5000
CEN;2017-05-05;08:15;5000
CEN;2017-05-05;08:30;5000
CEN;2017-05-05;08:45;5000
CEN;2017-05-05;09:00;5000
CEN;2017-05-05;09:15;5000
CEN;2017-05-05;09:30;5000
CEN;2017-05-05;09:45;5000
CEN;2017-05-05;10:00;5000
CEN;2017-05-05;10:15;5000
CEN;2017-05-05;10:30;5000
CEN;2017-05-05;10:45;5000
CEN;2017-05-05;11:00;5000
CEN;2017-05-05;11:15;5000
CEN;2017-05-05;11:30;5000
CEN;2017-05-05;11:45;5000
CEN;2017-05-05;12:00;5000
CEN;2017-05-05;12:15;5000
CEN;2017-05-05;12:30;5000
CEN;2017-05-05;12:45;5000
CEN;2017-05-05;13:00;5000
CEN;2017-05-05;13:15;5000
CEN;2017-05-05;13:30;5000
CEN;2017-05-05;13:45;5000
CEN;2017-05-05;14:00;5000
CEN;2017-05-05;14:15;5000
CEN;2017-05-05;14:30;5000
CEN;2017-05-05;14:45;5000
CEN;2017-05-05;15:00;5000
CEN;2017-05-05;15:15;5000
CEN;2017-05-05;15:30;5000
CEN;2017-05-05;15:45;5000
CEN;2017-05-05;16:00;5000
CEN;2017-05-05;16:15;5000
CEN;2017-05-05;16:30;5000
CEN;2017-05-05;16:45;5000
CEN;2017-05-05;17:00;5000
CEN;2017-05-05;17:15;5000
CEN;2017-05-05;17:30;5000
CEN;2017-05-05;17:45;5000
CEN;2017-05-05;18:00;5000
CEN;2017-05-05;18:15;5000
CEN;2017-05-05;18:30;5000
CEN;2017-05-05;18:45;5000
CEN;2017-05-05;19:00;5000
CEN;2017-05-05;19:15;5000
CEN;2017-05-05;19:30;5000
CEN;2017-05-05;19:45;5000
CEN;2017-05-05;20:00;5000
CEN;2017-05-05;20:15;5000
CEN;2017-05-05;20:30;5000
CEN;2017-05-05;20:45;5000
CEN;2017-05-05;21:00;5000
CEN;2017-05-05;21:15;5000
CEN;2017-05-05;21:30;5000
CEN;2017-05-05;21:45;5000
CEN;2017-05-05;22:00;5000
CEN;2017-05-05;22:15;5000
CEN;2017-05-05;22:30;5000
CEN;2017-05-05;22:45;5000
CEN;2017-05-05;23:00;5000
CEN;2017-05-05;23:15;5000
CEN;2017-05-05;23:30;5000
CEN;2017-05-05;23:45;5000
IDF;2017-05-05;00:00;5000
IDF;2017-05-05;00:15;5000
IDF;2017-05-05;00:30;5000
IDF;2017-05-05;00:45;5000
IDF;2017-05-05;01:00;5000
IDF;2017-05-05;01:15;5000
IDF;2017-05-05;01:30;5000
IDF;2017-05-05;01:45;5000
IDF;2017-05-05;02:00;5000
IDF;2017-05-05;02:15;5000
IDF;2017-05-05;02:30;5000
IDF;2017-05-05;02:45;5000
IDF;2017-05-05;03:00;5000
IDF;2017-05-05;03:15;5000
IDF;2017-05-05;03:30;5000
IDF;2017-05-05;03:45;5000
IDF;2017-05-05;04:00;5000
IDF;2017-05-05;04:15;5000
IDF;2017-05-05;04:30;5000
IDF;2017-05-05;04:45;5000
IDF;2017-05-05;05:00;5000
IDF;2017-05-05;05:15;5000
IDF;2017-05-05;05:30;5000
IDF;2017-05-05;05:45;5000
IDF;2017-05-05;06:00;5000
IDF;2017-05-05;06:15;5000
IDF;2017-05-05;06:30;5000
IDF;2017-05-05;06:45;5000
IDF;2017-05-05;07:00;5000
IDF;2017-05-05;07:15;5000
IDF;2017-05-05;07:30;5000
IDF;2017-05-05;07:45;5000
IDF;2017-05-05;08:00;5000
IDF;2017-05-05;08:15;5000
IDF;2017-05-05;08:30;5000
IDF;2017-05-05;08:45;5000
IDF;2017-05-05;09:00;5000
IDF;2017-05-05;09:15;5000
IDF;2017-05-05;09:30;5000
IDF;2017-05-05;09:45;5000
IDF;2017-05-05;10:00;5000
IDF;2017-05-05;10:15;5000
IDF;2017-05-05;10:30;5000
IDF;2017-05-05;10:45;5000
IDF;2017-05-05;11:00;5000
IDF;2017-05-05;11:15;5000
IDF;2017-05-05;11:30;5000
IDF;2017-05-05;11:45;5000
IDF;2017-05-05;12:00;5000
IDF;2017-05-05;12:15;5000
IDF;2017-05-05;12:30;5000
IDF;2017-05-05;12:45;5000
IDF;2017-05-05;13:00;5000
IDF;2017-05-05;13:15;5000
IDF;2017-05-05;13:30;5000
IDF;2017-05-05;13:45;5000
IDF;2017-05-05;14:00;5000
IDF;2017-05-05;14:15;5000
IDF;2017-05-05;14:30;5000
IDF;2017-05-05;14:45;5000
IDF;2017-05-05;15:00;5000
IDF;2017-05-05;15:15;5000
IDF;2017-05-05;15:30;5000
IDF;2017-05-05;15:45;5000
IDF;2017-05-05;16:00;5000
IDF;2017-05-05;16:15;5000
IDF;2017-05-05;16:30;5000
IDF;2017-05-05;16:45;5000
IDF;2017-05-05;17:00;5000
IDF;2017-05-05;17:15;5000
IDF;2017-05-05;17:30;5000
IDF;2017-05-05;17:45;5000
IDF;2017-05-05;18:00;5000
IDF;2017-05-05;18:15;5000
IDF;2017-05-05;18:30;5000
IDF;2017-05-05;18:45;5000
IDF;2017-05-05;19:00;5000
IDF;2017-05-05;19:15;5000
IDF;2017-05-05;19:30;5000
IDF;2017-05-05;19:45;5000
IDF;2017-05-05;20:00;5000
IDF;2017-05-05;20:15;5000
IDF;2017-05-05;20:30;5000
IDF;2017-05-05;20:45;5000
IDF;2017-05-05;21:00;5000
IDF;2017-05-05;21:15;5000
IDF;2017-05-05;21:30;5000
IDF;2017-05-05;21:45;5000
IDF;2017-05-05;22:00;5000
IDF;2017-05-05;22:15;5000
IDF;2017-05-05;22:30;5000
IDF;2017-05-05;22:45;5000
IDF;2017-05-05;23:00;5000
IDF;2017-05-05;23:15;5000
IDF;2017-05-05;23:30;5000
IDF;2017-05-05;23:45;5000
LRM;2017-05-05;00:00;5000
LRM;2017-05-05;00:15;5000
LRM;2017-05-05;00:30;5000
LRM;2017-05-05;00:45;5000
LRM;2017-05-05;01:00;5000
LRM;2017-05-05;01:15;5000
LRM;2017-05-05;01:30;5000
LRM;2017-05-05;01:45;5000
LRM;2017-05-05;02:00;5000
LRM;2017-05-05;02:15;5000
LRM;2017-05-05;02:30;5000
LRM;2017-05-05;02:45;5000
LRM;2017-05-05;03:00;5000
LRM;2017-05-05;03:15;5000
LRM;2017-05-05;03:30;5000
LRM;2017-05-05;03:45;5000
LRM;2017-05-05;04:00;5000
LRM;2017-05-05;04:15;5000
LRM;2017-05-05;04:30;5000
LRM;2017-05-05;04:45;5000
LRM;2017-05-05;05:00;5000
LRM;2017-05-05;05:15;5000
LRM;2017-05-05;05:30;5000
LRM;2017-05-05;05:45;5000
LRM;2017-05-05;06:00;5000
LRM;2017-05-05;06:15;5000
LRM;2017-05-05;06:30;5000
